기관명,주소,응급실전화,입원실가용여부,병상수,응급실가능여부,경도,위도,응급실,입원실,수술실,지역(시),지역(구)
안용태내과의원,"서울 구로구 경인로59길 8 , 태영프라자 307호  (신도림동)",,2,,,126.883427027522,37.5063918465946,,,,서울특별시,구로구
서피부과의원,서울특별시 마포구 양화로 128 (서교동),,2,,,126.920999483231,37.5543499095967,,,,서울특별시,마포구
남산의원,"서울특별시 마포구 대흥로 169-0, 201호 (대흥동, 베스텔)",,2,,,126.945685016981,37.5540914740486,,,,서울특별시,마포구
다사랑산부인과의원,서울특별시 강동구 천호대로 1124 (성내동),,2,,,127.136192062668,37.5343360769717,,,,서울특별시,강동구
힐링산부인과의원,"서울특별시 노원구 노해로 485, 7층 (상계동, 금정빌딩)",,2,0,,127.06192277535,37.6548752644222,,,,서울특별시,노원구
이강보산부인과,서울특별시 도봉구 도봉로 465 (쌍문동),,2,0,,127.0335324047501,37.64746602957419,,,,서울특별시,도봉구
다사랑신경외과의원,"서울특별시 도봉구 도봉로 677, 우리들메디빌딩 2층 203호 (방학동)",,1,29,,127.042318316334,37.6649297808959,,,,서울특별시,도봉구
가족건강의원,서울특별시 도봉구 해등로 218 (쌍문동),,2,0,,127.032521026155,37.6581564278861,,,,서울특별시,도봉구
김안과의원,"서울특별시 금천구 시흥대로 224, 금천리메인시티 503,504,505,508호 (시흥동)",,2,0,,126.901396188424,37.4539384154465,,,,서울특별시,금천구
미래비뇨기과의원,"서울특별시 노원구 동일로203가길 29, 296-297호(중계동,브라운스톤)",,2,,,127.06428375943,37.6398759609875,,,,서울특별시,노원구
상계성모정형외과의원,"서울특별시 노원구 동일로 1643 (상계동, 상계성모정형외과의원)",,2,0,,127.054962545973,37.6751950180364,,,,서울특별시,노원구
더멘토성형외과의원,"서울특별시 강남구 학동로 337, H타워 2,3층 (논현동)",,1,1,,127.039928031242,37.5170718563031,,,,서울특별시,강남구
위드소아청소년과의원,"서울특별시 강동구 올림픽로 783, 2층 (암사동)",,2,0,,127.127611666932,37.5511436157073,,,,서울특별시,강동구
오세기산부인과내과의원,"서울특별시 송파구 오금로 111, 705호 (방이동, 세기빌딩)",,2,0,,127.108249353562,37.512600208515,,,,서울특별시,송파구
나도균한의원,"서울특별시 강남구 학동로 338  (논현동, 강남파라곤)",,2,,,127.04016223452,37.5165402749359,,,,서울특별시,강남구
서울산부인과의원,서울특별시 강서구 금낭화로 91-2 (방화동),,2,0,,126.8110767201639,37.57370722738506,,,,서울특별시,강서구
신안과의원,서울특별시 강서구 가로공원로76길 91 (화곡동),,2,,,126.838983943062,37.5332263428651,,,,서울특별시,강서구
구로의원,서울특별시 구로구 구로동로 128 (구로동),,2,0,,126.88428281385201,37.49008519449278,,,,서울특별시,구로구
본베스트정형외과의원,"서울특별시 강서구 공항대로 627, 대신빌딩 3층 (염창동)",,2,,,126.874538741651,37.5472872158845,,,,서울특별시,강서구
최이비인후과의원,"서울특별시 도봉구 도봉로 575, 308호 (쌍문동, 삼환프라자)",,2,0,,127.038790046328,37.6564054566286,,,,서울특별시,도봉구
다나이비인후과의원,"서울특별시 마포구 큰우물로 53, 302호 (염리동)",,1,1,,126.94462959649,37.5422914154608,,,,서울특별시,마포구
푸른이비인후과의원,"서울특별시 마포구 독막로 2, 2층 (합정동)",,2,,,126.913639782796,37.5484943057246,,,,서울특별시,마포구
채움마취통증의학과의원,"서울특별시 강동구 천호대로 1116, 3층 (성내동)",,1,3,,127.135156170058,37.5346033324204,,,,서울특별시,강동구
천호에스정형외과의원,"서울특별시 강동구 천호대로 1015, 6층 (천호동, 성보빌딩)",,1,2,,127.125107663778,37.5385041121306,,,,서울특별시,강동구
시원한이비인후과의원,"서울특별시 노원구 동일로204가길 34, 305호 (중계동, 씨앤미빌딩)",,2,,,127.068172151465,37.6407495352012,,,,서울특별시,노원구
장대국내과의원,"서울특별시 노원구 노해로 452, 노빌리안골드 (상계동)",,2,,,127.058425653348,37.6535043114989,,,,서울특별시,노원구
조은내과의원,"서울특별시 강남구 개포로 504, 메트하임 401,402,501호 (개포동)",,2,0,,127.067186912363,37.4890546234463,,,,서울특별시,강남구
고우석제이엠오피부과의원,"서울특별시 강남구 도산대로 104, 1st Avenue 지하1층 (논현동)",,2,0,,127.020341155484,37.5160774603566,,,,서울특별시,강남구
시너지성형외과의원,"서울 강남구 도산대로 157 , 신웅타워2 6~7층  (신사동)",,2,0,,127.025642795762,37.5190318997662,,,,서울특별시,강남구
닥터티제이의원,"서울특별시 강남구 삼성로 212- , 2층 (대치동, 은마아파트)",,2,0,,127.06356721063614,37.49527722342668,,,,서울특별시,강남구
닥터웰니스의원,"서울특별시 강남구 선릉로 660, 208호 (삼성동,브라운스톤레전드)",,2,,,127.042332457469,37.5155511161052,,,,서울특별시,강남구
리붐내과의원,"서울특별시 강남구 압구정로 130, 2층 (신사동)",,2,0,,127.022921489083,37.5241470917534,,,,서울특별시,강남구
선정형외과의원,"서울특별시 동대문구 고산자로 410, 2,3층 (용두동)",,1,29,,127.038769042278,37.5762685931865,,,,서울특별시,동대문구
메디서울이비인후과의원,"서울특별시 구로구 고척로 123-1, 2,3층 (개봉동)",,1,2,,126.84779803328,37.5022321898051,,,,서울특별시,구로구
삼성정형외과의원,"서울특별시 구로구 개봉로 66, 지하1층,1~2층일부 &#40;개봉동&#41;",,2,0,,126.856236802961,37.4915525068167,,,,서울특별시,구로구
수유정형외과의원,"서울특별시 강북구 덕릉로 75, 3층 (수유동, 석우빌딩)",,2,,,127.02205600542976,37.63482544338642,,,,서울특별시,강북구
한양재활의학과의원,서울특별시 강동구 양재대로 1365 (성내동),,2,,,127.135874866354,37.5280657478158,,,,서울특별시,강동구
세인트비뇨기과의원,"서울특별시 강남구 도산대로 110, 405호 (논현동, 케이비엘 센터)",,2,0,,127.021019329669,37.5162788961317,,,,서울특별시,강남구
하나정신과의원,"서울특별시 강남구 남부순환로 2941, 4층 (대치동)",,2,,,127.061934331534,37.4942633335042,,,,서울특별시,강남구
가람내과의원,"서울특별시 강동구 아리수로50길 50, 4층 11호 (고덕동, 래미안힐스테이트고덕)",,2,0,,127.148600236458,37.5576891371776,,,,서울특별시,강동구
라인업의원,"서울특별시 구로구 새말로 97, 신도림테크노마트 B1층 (구로동)",,2,,,126.890227293528,37.5070438414784,,,,서울특별시,구로구
정훈비뇨기과의원,서울특별시 강서구 공항대로41길 75 (등촌동),,2,,,126.846360147398,37.5611486390411,,,,서울특별시,강서구
동서가정의학과의원,"서울특별시 강서구 양천로57길 9-7, 6층 (가양동)",,2,,,126.851432217142,37.5634032951544,,,,서울특별시,강서구
연세진내과의원,서울특별시 강서구 양천로 606 (등촌동),,2,,,126.865202758265,37.555193002514,,,,서울특별시,강서구
이미지업성형외과의원,"서울특별시 서초구 나루터로 76, 이미지업빌딩 1,2층 (잠원동)",,1,2,,127.01809354562482,37.51545514239026,,,,서울특별시,서초구
강남코모키이비인후과의원,서울특별시 강남구 강남대로 378 준빌딩 4층 (역삼동),,1,2,,127.02863346709,37.4966553866955,,,,서울특별시,강남구
정내과의원,서울특별시 마포구 망원로 82  (망원동),,2,0,,126.905900464832,37.5574054760448,,,,서울특별시,마포구
한현언성형외과의원,서울특별시 동작구 시흥대로 676 (신대방동),,2,0,,126.909157592901,37.491701099129,1,7,1,서울특별시,동작구
문가정의학과의원,"서울특별시 노원구 한글비석로48길 6, 205호 (상계동, 한신2차상가)",,2,0,,127.067719058088,37.665212193322,,,,서울특별시,노원구
행복한피부과의원,"서울특별시 노원구 노해로 485, 5층 (상계동, 금정빌딩)",,2,0,,127.06192277535,37.6548752644222,,,,서울특별시,노원구
보스안과의원,"서울특별시 노원구 한글비석로 264, 302호, 303호(중계동)",,2,,,127.077337907538,37.6511587125973,,,,서울특별시,노원구
예랑마취통증의학과의원,"서울특별시 노원구 한글비석로 264, 307호 (중계동,그랜드프라자)",,2,,,127.07701949040415,37.65094664937018,,,,서울특별시,노원구
강미자산부인과의원,"서울특별시 동작구 상도로 81, 대방동크리닉센타 6층 (대방동)",,2,0,,126.929559239366,37.4999513063416,,,,서울특별시,동작구
제이미즈산부인과의원,"서울특별시 금천구 시흥대로 399, 시티렉스 408호 (독산동)",,2,0,,126.897001948519,37.4693591753013,,,,서울특별시,금천구
현대재활의학과의원,서울특별시 금천구 금하로 720 (시흥동),,2,0,,126.909481684032,37.4504425566682,,,,서울특별시,금천구
루쎄여성의원,"서울 강남구 강남대로 432 , 점프밀라노 7층  (역삼동)",,2,,,127.026630556235,37.5012350392984,,,,서울특별시,강남구
쿠키성형외과의원,"서울특별시 강남구 테헤란로 105, 9층 (역삼동)",,2,0,,127.028529843894,37.4986369952659,,,,서울특별시,강남구
노블앤코의원,"서울특별시 강남구 강남대로 422, 10층(역삼동, 롯데시네마시티점)",,2,,,127.026984908497,37.5003941401087,,,,서울특별시,강남구
김주영이비인후과의원,서울특별시 강북구 도봉로 353-1 (수유동),,2,,,127.026533120813,37.6392225903467,,,,서울특별시,강북구
닥터포유의원,"서울특별시 강북구 도봉로 191 (미아동, 상아빌딩)",,2,,,127.026050410216,37.6257694478007,,,,서울특별시,강북구
연세필의원,서울특별시 구로구 경인로 31-28 (온수동),,2,,,126.825000082983,37.4914302668122,,,,서울특별시,구로구
연세필정신과의원,"서울특별시 관악구 남부순환로 2056, 2층 (남현동, 태림빌딩)",,2,,,126.9772083533432,37.476303776864185,,,,서울특별시,관악구
열린이비인후과의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 402호 (개봉동)",,1,1,,126.85818199514291,37.49393075625778,,,,서울특별시,구로구
어반힐의원,"서울특별시 강남구 도산대로67길 7, 파크빌딩 2층 (청담동)",,2,0,,127.044387474036,37.5244894827177,,,,서울특별시,강남구
온트재활의학과의원,"서울특별시 서초구 강남대로53길 12, 솔라티움시티 강남 302~305,309호 (서초동)",,2,0,,127.027705111719,37.4943931800281,,,,서울특별시,서초구
열린산부인과의원,"서울특별시 성북구 정릉로36길 28-5, 열린산부인과 (정릉동)",,1,8,,127.016905036678,37.6024830784581,,,,서울특별시,성북구
해피아이리스의원,"서울특별시 송파구 오금로 543, 6층 (거여동)",,2,0,,127.149025326101,37.4930260696894,,,,서울특별시,송파구
유앤피부과의원,"서울특별시 송파구 백제고분로 276 (석촌동, 공익빌딩 2층 201-1호)",,2,,,127.09726064664673,37.50209150182258,,,,서울특별시,송파구
연세힐의원,서울특별시 송파구 마천로 68 (오금동),,2,,,127.127885759,37.507674704,,,,서울특별시,송파구
연세원의원,"서울특별시 송파구 백제고분로 512, 로가디스빌딩 3층 (방이동)",,2,,,127.115862606696,37.5156182854549,,,,서울특별시,송파구
삼성키즈소아청소년과의원,서울 성동구 독서당로 223   (옥수동),,2,,,127.015191933825,37.5442707521164,,,,서울특별시,성동구
연세더블유산부인과의원,"서울특별시 성동구 왕십리로 327, 4층 (하왕십리동)",,2,0,,127.033224444422,37.5623942326737,,,,서울특별시,성동구
이브성형외과의원,"서울특별시 강남구 봉은사로5길 4, 2,3,4층 (논현동)",,1,5,,127.02639749634,37.5054724307876,,,,서울특별시,강남구
연세와이비의원,"서울특별시 강남구 도산대로49길 17, 산딸기빌딩 2층 (신사동)",,2,0,,127.037021252789,37.524062693803,,,,서울특별시,강남구
센터맨남성의원,"서울특별시 성동구 고산자로 255, 8층 (도선동, 케이 타워)",,2,0,,127.035699072815,37.5625820889316,,,,서울특별시,성동구
노태영내과의원,서울특별시 광진구 긴고랑로 115 (중곡동),,2,,,127.087932298738,37.5593024137751,,,,서울특별시,광진구
백기훈신경과의원,서울특별시 양천구 오목로 232,,2,,,126.863206293208,37.5257642505039,,,,서울특별시,양천구
수이비인후과의원,"서울특별시 강남구 테헤란로 328, 동우빌딩 401,402호 (역삼동)",,2,0,,127.04768218276682,37.50371784794226,,,,서울특별시,강남구
담소유병원,"서울특별시 강남구 학동로 234, 담소유빌딩 (논현동)",,1,30,,127.03461432013,37.5148604879121,,,,서울특별시,강남구
대치오라클피부과의원,"서울특별시 강남구 선릉로 319, 2층 (역삼동)",,2,,,127.051760330195,37.4980396626336,,,,서울특별시,강남구
센텀메디의원,"서울특별시 강남구 선릉로63길 9, 백림빌딩 2층 (역삼동)",,2,,,127.05144014643,37.4971636638659,,,,서울특별시,강남구
세진피부과의원,"서울특별시 강남구 언주로172길 30, 3,4 층 (신사동)",,2,0,,127.03622367424,37.5272539303485,,,,서울특별시,강남구
세진성형외과의원,"서울특별시 강남구 언주로172길 30, 5층 (신사동)",,2,0,,127.03622367424,37.5272539303485,,,,서울특별시,강남구
백운규안과의원,"서울특별시 송파구 올림픽로35길 112, 1동 306호 (신천동, 장미아파트비상가)",,2,,,127.101917258808,37.5178866228576,,,,서울특별시,송파구
박이비인후과의원,서울 동대문구 전농로 147   (전농동),,2,,,127.057268822936,37.5779860214922,,,,서울특별시,동대문구
드림성형외과의원,"서울특별시 강남구 논현로 848, 2층,5층,6층,7층,10층일부 (신사동)",,1,7,,127.0288370151,37.5245744023832,,,,서울특별시,강남구
로빈의원,"서울특별시 강남구 테헤란로64길 20, 302호 (대치동)",,2,0,,127.051264642306,37.5036212499537,,,,서울특별시,강남구
국민체력센터의원,"서울특별시 송파구 올림픽로 424, 국민체력센터의원 (방이동)",,2,0,,127.11551787662698,37.5203396980951,,,,서울특별시,송파구
최내과의원,"서울특별시 강남구 남부순환로359길 4, 2층 (도곡동)",,2,,,127.037229911154,37.485453738126,,,,서울특별시,강남구
김문수의원,"서울특별시 마포구 독막로 268, 305호 (대흥동, 태영아파트종합상가)",,2,,,126.942886599534,37.5456782525152,,,,서울특별시,마포구
연세태산내과의원,"서울특별시 강서구 수명로 68-11, 3층 301~303호 (내발산동, 발산타워)",,2,0,,126.826550185758,37.5522964793753,,,,서울특별시,강서구
설레임의원,"서울특별시 강남구 강남대로 376, 4층 (역삼동, 강남8258빌딩)",,2,,,127.028772413762,37.4965660631811,,,,서울특별시,강남구
강남삼성드림이비인후과의원,"서울특별시 강남구 강남대로 372 (역삼동, FINE TOWER)",,1,9,,127.029070411585,37.4960350270018,,,,서울특별시,강남구
이태원제일의원,"서울특별시 용산구 회나무로 23 (이태원동, 제일의원)",,2,0,,126.989201170951,37.5393451096727,,,,서울특별시,용산구
새천년연세의원,"서울특별시 서대문구 홍연길 87, 2층 (연희동)",,2,,,126.931228062773,37.5768701260661,,,,서울특별시,서대문구
합정고려의원,"서울특별시 마포구 망원로 69, 2층 (망원동)",,2,,,126.90456553807,37.5574153066539,,,,서울특별시,마포구
베스트본의원한의원,"서울특별시 마포구 월드컵북로 19, 대상빌딩 5,6층 (서교동)",,1,13,,126.919696961326,37.5563809603233,,,,서울특별시,마포구
탑클래스성형외과의원,"서울특별시 강남구 강남대로 416, 창림빌딩 5층 (역삼동)",,2,,,127.027157607819,37.4997988058128,,,,서울특별시,강남구
도브의원,"서울특별시 강남구 도산대로 174, 8층 (논현동, 정안빌딩)",,2,0,,127.027659615605,37.5191214549019,,,,서울특별시,강남구
목동미소가인피부과의원,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 5층 (목동)",,2,0,,126.875820730078,37.5247775349288,,,,서울특별시,양천구
큐오필앤결의원,"서울특별시 강남구 강남대로 468, 충림빌딩 8층 (역삼동)",,2,0,,127.025145513654,37.5041557043851,,,,서울특별시,강남구
눈피부과의원,"서울특별시 강남구 도산대로27길 33, 201호 (신사동)",,2,,,127.027229149732,37.5220964864574,,,,서울특별시,강남구
뉴헤어모발성형외과의원,"서울특별시 강남구 테헤란로 115 (역삼동, 서림빌딩 15층)",,2,0,,127.029905723263,37.4990612091283,,,,서울특별시,강남구
이인수정신건강의학과의원,서울특별시 강남구 압구정로73길 8,,2,,,127.046515550868,37.5265789887299,,,,서울특별시,강남구
리즈산부인과의원,"서울특별시 강남구 도산대로 127 (신사동, 경서빌딩 3층, 4층일부)",,2,0,,127.022327330675,37.5176251157761,,,,서울특별시,강남구
장석하정신건강의학과의원,"서울특별시 강동구 올림픽로 787, 2층 202호 (암사동, 태성프라자)",,2,,,127.127723369224,37.5515454300024,,,,서울특별시,강동구
연세선경의원,"서울특별시 동대문구 사가정로 148, 3층 (전농동, SK아파트상가)",,2,0,,127.061567688813,37.5766590358858,,,,서울특별시,동대문구
다온소아청소년과의원,"서울특별시 강동구 아리수로 427, 504호 (강일동)",,2,,,127.174603355856,37.5649623335076,,,,서울특별시,강동구
연세위더스여성의원,"서울특별시 마포구 양화로 178, 11층 (동교동, 목화빌딩)",,2,,,126.925213220295,37.5575046128363,,,,서울특별시,마포구
정정형외과의원,"서울특별시 서대문구 통일로 433, 5층 (홍제동)",,2,0,,126.945087101126,37.5875917300777,,,,서울특별시,서대문구
이쁜여성의원,"서울특별시 강남구 강남대로 596, 극동빌딩 401호 (논현동)",,2,0,,127.02030931418668,37.515034914424106,,,,서울특별시,강남구
열린정형외과의원,"서울특별시 서대문구 증가로 124, 2층 (남가좌동)",,2,0,,126.92387416403845,37.57747837895665,,,,서울특별시,서대문구
김현영산부인과의원,"서울특별시 강서구 강서로 43, 402,403호 (화곡동, 도양라비앙타워)",,2,,,126.846531702129,37.5315215185769,,,,서울특별시,강서구
도현의원,"서울특별시 강서구 강서로 380, 3층 (등촌동, 세민빌딩)",,2,0,,126.83887821316,37.5594884014712,,,,서울특별시,강서구
아름다운나라피부과의원,"서울특별시 강남구 강남대로 390 (역삼동, 1201호 일부)",,2,0,,127.028578846319,37.4978399531903,,,,서울특별시,강남구
라르떼의원,"서울특별시 강서구 강서로 161, 4,5층 (화곡동)",,2,,,126.840558418071,37.5411333083482,,,,서울특별시,강서구
박기호내과의원,"서울특별시 강서구 강서로 267, 3층 G030호 (내발산동, 송화쇼핑센터)",,2,,,126.835941270275,37.5496000614643,,,,서울특별시,강서구
발산연세이비인후과의원,"서울특별시 강서구 강서로 360, 203호 (내발산동, 솔레드림)",,2,,,126.838393605308,37.5576945764491,,,,서울특별시,강서구
삼성마취통증의학과의원,"서울 강서구 강서로 43 , 도양라비앙타워 401호  (화곡동)",,2,,,126.846531702129,37.5315215185769,,,,서울특별시,강서구
이상각이비인후과의원,서울특별시 은평구 통일로 833  (대조동),,2,,,126.92199478671763,37.61769687311635,,,,서울특별시,은평구
고려정형외과의원,"서울특별시 중랑구 동일로 905, 4층 5층 (묵동)",,1,29,,127.0772952912,37.6111164065523,,,,서울특별시,중랑구
라르떼의원,"서울특별시 강남구 테헤란로 401, 8층 1호 (삼성동, 남경빌딩)",,2,0,,127.049145898783,37.5049703247826,,,,서울특별시,강남구
비비라인맆팅의원,"서울 서초구 강남대로 463 , 지하2층  (서초동)",,2,0,,127.024446802561,37.5034475706091,,,,서울특별시,서초구
비알피부과의원,"서울특별시 강남구 논현로 857, A857 4층 일부 (신사동)",,2,0,,127.028099944398,37.5253452973989,,,,서울특별시,강남구
밸런스정형외과의원,"서울특별시 강서구 양천로 510, 현대프린스텔 2층 201,213,214호 (등촌동)",,2,,,126.856339450696,37.5601170390069,,,,서울특별시,강서구
우리가정의학과의원,서울특별시 마포구 월드컵로25길 58 (망원동),,2,,,126.904280437588,37.5579535116605,,,,서울특별시,마포구
금천하나의원,"서울특별시 금천구 시흥대로 403, 5,6층 (독산동, 셈프레팜)",,2,0,,126.897489343069,37.4698086627095,,,,서울특별시,금천구
지인내과의원,"서울특별시 종로구 율곡로 202-7, 제일빌딩 A,B동 3층 (연건동)",,2,,,127.001415728576,37.5756642567309,,,,서울특별시,종로구
나루이비인후과의원,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 2층 232호 (마곡동)",,2,0,,126.827554917518,37.5673140391214,,,,서울특별시,강서구
마이디피부과의원,"서울특별시 은평구 연서로 146 (대조동, 3층)",,2,,,126.917712097114,37.6118256229728,,,,서울특별시,은평구
자애내과외과의원,"서울특별시 강북구 도봉로 393 (수유동, 자애의원)",,2,,,127.029533511325,37.6420131276641,,,,서울특별시,강북구
보아스이비인후과의원,"서울특별시 중랑구 겸재로 181, 2층 (면목동)",,2,0,,127.087781697905,37.588655215938,,,,서울특별시,중랑구
코아이비인후과의원,"서울특별시 강서구 양천로57길 9-7, 2층 (가양동)",,1,1,,126.851432217142,37.5634032951544,,,,서울특별시,강서구
권이비인후과의원,"서울특별시 중랑구 망우로 203, 201호 (중화동, 동양엔파트상가)",,2,0,,127.075008982696,37.5939956436071,,,,서울특별시,중랑구
포에버의원,"서울특별시 강서구 양천로 476, 금부빌딩 4층 406호 (등촌동)",,2,0,,126.85327195846601,37.561600180512706,,,,서울특별시,강서구
서전성모안과의원,"서울특별시 관악구 은천로 110, 202호 (봉천동, 더블유에스타워)",,2,0,,126.947348941536,37.4866845060437,,,,서울특별시,관악구
영재소아청소년과의원,"서울특별시 마포구 창전로 45, 103동 110호 (창전동, 서강한화오벨리스크)",,2,,,126.93224977364073,37.54701557860176,,,,서울특별시,마포구
노인화산부인과의원,"서울특별시 강남구 테헤란로 339, 6층 (역삼동)",,2,0,,127.048597161488,37.5048110738687,,,,서울특별시,강남구
상쾌한이비인후과의원,"서울특별시 강서구 화곡로 176-4, 3층 (화곡동)",,1,4,,126.841148635684,37.54165776434,,,,서울특별시,강서구
강북삼성의원,"서울특별시 강북구 삼양로77가길 9, 3층 (수유동)",,2,0,,127.017036799373,37.6295503718109,,,,서울특별시,강북구
연세가정의학과의원,"서울특별시 송파구 새말로 134, 2층 (문정동)",,2,0,,127.129120127993,37.483099497403,,,,서울특별시,송파구
연세이비인후과의원,"서울특별시 성북구 동소문로 12, (동소문동2가)",,2,,,127.00758339677,37.5888360967395,,,,서울특별시,성북구
생생마취통증의학과의원,"서울특별시 중랑구 겸재로 178, 2층 (면목동)",,2,,,127.087205459165,37.588132346722,,,,서울특별시,중랑구
하이의원,"서울특별시 강서구 화곡로 157, 202호 (화곡동)",,2,0,,126.839107538296,37.5415777854068,,,,서울특별시,강서구
현대중앙의원,"서울특별시 강서구 양천로 128, 2층 201호 (방화동, 한림리첸빌)",,2,0,,126.818164008437,37.5731356881546,,,,서울특별시,강서구
종로연세의원,"서울특별시 종로구 종로 272, 동대문종합시장 신관 7층 (종로6가)",,2,0,,127.008091407146,37.5708187075358,,,,서울특별시,종로구
김형준가정의학과의원,"서울특별시 광진구 자양로 160, 2층 (구의동)",,2,0,,127.084235613044,37.5418814269068,,,,서울특별시,광진구
주영식이비인후과의원,"서울특별시 강북구 도봉로 345 (수유동, 현치과)",,2,,,127.025892553917,37.6386649329489,,,,서울특별시,강북구
웰비뇨기과의원,"서울특별시 강동구 양재대로 1620, 3층 (명일동)",,2,,,127.14410100908,37.5500468701064,,,,서울특별시,강동구
유니메디성형외과의원,서울특별시 강남구 논현로 833  (신사동),,2,,,127.027894925038,37.5228295670581,,,,서울특별시,강남구
로앤산부인과의원,"서울특별시 광진구 아차산로 241, 7층 (화양동, 연한빌딩)",,2,,,127.070150304742,37.5405050771385,,,,서울특별시,광진구
대치연세안과의원,"서울특별시 강남구 도곡로 408, 디마크 빌딩 407호 504호 (대치동)",,1,2,,127.055233195315,37.4966225187716,,,,서울특별시,강남구
제이제이비뇨기과의원,"서울특별시 강남구 강남대로 238, 스카이쏠라빌딩 (도곡동)",,2,,,127.034757121285,37.4849665053325,,,,서울특별시,강남구
제이미성형외과의원,"서울특별시 강남구 압구정로 136, 3층 (신사동, 엔와이빌딩)",,2,,,127.023784859069,37.5244779493164,,,,서울특별시,강남구
연세오케이마취통증의학과의원,"서울특별시 강남구 선릉로 517, 비젼빌딩 2, 3층 (역삼동)",,2,,,127.048144226677,37.5057199231179,,,,서울특별시,강남구
아이온소아청소년과의원,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 211,212호 (신도림동)",,2,,,126.887986372819,37.5096619486431,,,,서울특별시,구로구
장홍석정신건강의학과의원,"서울특별시 강남구 선릉로 510, 402호(삼성동, 오성빌딩)",,2,,,127.048949353738,37.5051706998603,,,,서울특별시,강남구
올리브피부과의원,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 3층 306호 (도곡동)",,2,,,127.052720025644,37.4953648706654,,,,서울특별시,강남구
강상용내과의원,"서울특별시 강서구 강서로 52, 화곡판타지아 2층 201~203호 (화곡동)",,2,0,,126.846690598628,37.5324910211764,,,,서울특별시,강서구
성요한의원,"서울특별시 동대문구 망우로 19, 2층 (휘경동)",,2,,,127.055465821895,37.5881303552149,,,,서울특별시,동대문구
수운내과의원,"서울특별시 동대문구 제기로 75-1, 1층 (청량리동)",,2,,,127.0415747092,37.58685152,,,,서울특별시,동대문구
성모본내과의원,"서울특별시 강서구 공항대로 627, 5층 (염창동, 대신빌딩)",,2,,,126.874538741651,37.5472872158845,,,,서울특별시,강서구
유진미의원,서울특별시 서대문구 수색로 56,,2,,,126.912313925866,37.5708392186912,,,,서울특별시,서대문구
서대문연세이비인후과의원,"서울특별시 서대문구 통일로 131, 공화당빌딩 5층 (충정로2가)",,2,0,,126.965860900154,37.5661512162168,,,,서울특별시,서대문구
서울성모내과의원,"서울특별시 서대문구 연희로 85, 3층 (연희동, 인사이드빌딩)",,2,,,126.92991411550476,37.56598543064168,,,,서울특별시,서대문구
참다나의원,"서울특별시 서대문구 연희로 139-6, 2,3,4층 (연희동)",,1,29,,126.933029332947,37.5702370474981,,,,서울특별시,서대문구
오라(AURA)성형외과의원,"서울특별시 강남구 학동로 337, H타워 4층 (논현동)",,2,0,,127.039928031242,37.5170718563031,,,,서울특별시,강남구
예진성형외과의원,"서울특별시 강남구 논현로168길 37, 1,2층 (신사동)",,2,0,,127.031320872522,37.5233351617635,,,,서울특별시,강남구
예정홀릭성형외과의원,"서울특별시 강남구 강남대로 402, 4층 (역삼동)",,2,,,127.0277984674551,37.498768452064354,,,,서울특별시,강남구
수지정형외과의원,"서울특별시 은평구 응암로 215, 명남더블레스아파트2차 3층 (응암동, 명남더블레스아파트2차)",,2,0,,126.91705406261114,37.5912229367393,,,,서울특별시,은평구
서울내과의원,"서울특별시 강남구 역삼로77길 23, 4,5층 (대치동)",,2,,,127.055935727133,37.503967639381,,,,서울특별시,강남구
예인소아청소년과의원,"서울특별시 영등포구 국회대로37길 25, 302호 (당산동4가)",,2,,,126.90057382024108,37.529049544394816,,,,서울특별시,영등포구
뉴맨남성의원,"서울특별시 강동구 올림픽로 667, 대동피렌체리버 3층 301~303호 (천호동)",,2,,,127.123951125424,37.5411360700303,,,,서울특별시,강동구
비더뉴의원,"서울특별시 강남구 논현로155길 9, 비더뉴 성형 빌딩 4층,5층 (신사동)",,1,1,,127.02729167889,37.521709491344,,,,서울특별시,강남구
청담비엘에스의원,"서울특별시 강남구 선릉로 830, 공신진흥빌딩 5층 (청담동)",,2,0,,127.04044210149,37.52601143092,,,,서울특별시,강남구
동신비뇨기과의원,"서울특별시 서대문구 연희로 276, 2층 (홍은동)",,1,2,,126.936563883149,37.5816970350637,,1,,서울특별시,서대문구
김민경병리과의원,"서울특별시 강남구 삼성로 709, 4층 (청담동)",,2,0,,127.049528556494,37.5194245244032,,,,서울특별시,강남구
노규식공부두뇌연구원,서울특별시 강남구 도곡로 409  (대치동),,2,,,127.055167024731,37.4973692137569,,,,서울특별시,강남구
브랜뉴의원,"서울특별시 강남구 압구정로 437, 청담동일신빌딩 4층 (청담동)",,2,0,,127.04514362306,37.5269483913019,,,,서울특별시,강남구
비에스의원,"서울특별시 강남구 논현로159길 14, 4층 (신사동)",,2,0,,127.026997058822,37.5231421533009,,,,서울특별시,강남구
더화이트의원,"서울특별시 강서구 강서로 242, 306호 (화곡동, 강서힐스테이트)",,2,,,126.836797010994,37.5471644988463,,,,서울특별시,강서구
스카이정형외과의원,"서울특별시 강서구 방화동로 37, 201, 601호 (방화동, 메디스타워)",,2,0,,126.810682079138,37.5641822785808,,,,서울특별시,강서구
